On Hemisphere, , , , ,On Unit Sphere, , , , ,In Unit Sphere
X Values,Y Values,Z Values,Cosine Values, ,X Values,Y Values,Z Values,Cosine Values, ,X Values,Y Values,Z Values,Cosine Values
-0.933427,5436,-0.358768,1
-0.94882,1869,-0.315817,1
0.092016,4664,0.995758,1
-0.956569,22190,-0.291507,1
-0.998694,24370,-0.0510984,1
0.898543,19954,-0.438886,1
0.999392,24626,0.0348589,1
-0.999908,31115,0.0135906,1
-0.376972,9161,0.926225,1
0.930059,1150,-0.36741,1
0.940778,10383,-0.339024,1
-0.987216,17410,0.159386,1
-0.607535,30836,0.794293,1
0.926731,8281,0.375726,1
-0.978189,22813,-0.207716,1
0.012123,31556,-0.999927,1
-0.957929,20580,-0.287006,1
0.354782,23622,0.934949,1
-0.77075,19815,-0.637137,1
0.731987,22646,0.681319,1
-0.168736,16423,-0.985661,1
0.975796,31329,0.218685,1
-0.998093,16279,-0.0617351,1
-0.887057,20416,0.46166,1
-0.938038,31316,0.346531,1
0.350944,11173,-0.936397,1
0.937076,29510,0.349126,1
0.236072,7391,-0.971736,1
-0.563774,4802,0.825929,1
0.998423,13064,0.0561454,1
0.224387,25760,0.9745,1
-0.887376,22593,0.461047,1
-0.774126,7882,-0.633032,1
0.933815,14924,0.357756,1
-0.989096,13007,0.147273,1
-0.489302,27384,0.872115,1
0.866236,12896,0.499636,1
0.724102,24129,0.689693,1
-0.799316,22848,-0.600911,1
-0.994061,17870,0.108823,1
-0.999511,14413,-0.031258,1
0.268518,32678,0.963275,1
0.992423,30695,-0.122868,1
-0.975471,25990,0.220126,1
-0.562829,7605,-0.826573,1
0.996112,25561,0.0881013,1
-0.0888312,2670,0.996047,1
0.792197,5706,0.610265,1
-0.740206,31818,-0.67238,1
0.975257,11075,0.221072,1
-0.291752,28289,-0.956494,1
0.813774,29763,0.581181,1
-0.747297,4681,0.664491,1
-0.572803,25629,-0.819693,1
0.65013,31001,0.759823,1
0.180979,16142,-0.983487,1
0.0132019,16036,0.999913,1
-0.503444,14008,0.864028,1
-0.99152,11124,-0.129955,1
-0.970155,3676,-0.242485,1
-0.744305,12722,-0.66784,1
0.999786,7815,-0.0206785,1
0.0493109,25898,-0.998783,1
-0.738141,5071,0.674647,1
-0.416143,12249,0.909299,1
-0.987264,29309,-0.159091,1
0.667212,1012,0.744867,1
-0.183845,248,0.982955,0.999992
0.847626,6995,0.530594,1
-0.381199,12022,0.924493,1
-0.524261,540,0.851558,0.999998
0.0452824,658,-0.998974,0.999999
0.552576,8638,0.833462,1
0.969623,14161,0.244603,1
-0.0143141,18337,0.999898,1
0.821018,30568,-0.570903,1
0.752765,28396,-0.65829,1
0.979319,19695,-0.202324,1
-0.441224,30774,0.897397,1
0.813376,30195,-0.581739,1
-0.534461,5967,-0.845193,1
0.971925,28532,0.235291,1
-0.274451,9220,0.961601,1
-0.881483,15677,-0.472216,1
-0.680572,5545,-0.732681,1
0.45367,28149,-0.89117,1
0.450668,22830,0.892692,1
-0.295127,31310,-0.955458,1
-0.49511,4472,-0.86883,1
-0.540331,1881,0.841452,1
-0.684279,13330,-0.729221,1
0.771174,31982,-0.636625,1
0.451008,24474,-0.89252,1
-0.216812,899,-0.976213,0.999999
-0.234434,13210,0.972132,1
0.985566,19790,-0.169291,1
0.870593,27967,-0.492003,1
0.97808,11056,0.208228,1
-0.152504,20615,-0.988303,1
0.152922,25249,-0.988238,1
0.951486,27577,-0.307692,1
-0.175287,3093,-0.984517,1
-0.790649,5651,-0.612269,1
-0.454099,9815,0.890951,1
-0.0207986,3065,0.999784,1
-0.189514,22214,-0.981878,1
-0.990701,2187,0.136055,1
-0.295592,14197,0.955314,1
-0.0540653,27124,0.998537,1
-0.931654,28888,-0.363346,1
-0.157366,24961,-0.98754,1
-0.419511,2112,-0.90775,1
-0.495142,23165,-0.868812,1
-0.990718,16697,0.13593,1
0.943692,21617,-0.330824,1
-0.968371,14486,-0.249515,1
-0.659421,13444,-0.751774,1
-0.886076,19885,-0.46354,1
-0.893309,9501,0.449444,1
-0.725639,30221,0.688075,1
-0.944139,27216,0.329547,1
-0.491975,7720,0.87061,1
0.133103,7905,-0.991102,1
-0.35851,31202,-0.933526,1
0.307709,8880,0.951481,1
0.997848,19396,0.0655698,1
-0.65976,26018,0.751476,1
-0.964375,21895,-0.264537,1
0.707939,32029,-0.706273,1
0.502409,4769,0.86463,1
0.884569,23955,0.466409,1
0.983169,18965,-0.182697,1
-0.19996,7372,-0.979804,1
-0.551629,23692,0.83409,1
0.0224627,15022,-0.999748,1
0.822403,31981,0.568906,1
0.453839,28135,0.891084,1
0.706787,12737,0.707427,1
-0.0504737,21901,0.998725,1
0.365957,30041,0.930632,1
-0.140893,31490,-0.990025,1
-0.14674,21083,0.989175,1
-0.678653,11891,0.734459,1
0.238741,11400,0.971083,1
0.690726,13874,0.723117,1
-0.291539,10542,0.956559,1
-0.570909,29962,-0.821013,1
0.681123,29383,-0.732169,1
0.812346,19611,-0.583175,1
-0.925792,15568,0.378034,1
0.783057,23188,0.62195,1
-0.413071,5154,0.910699,1
0.166038,29731,0.986119,1
0.0971809,7240,-0.995267,1
-0.999387,1662,0.035013,1
-0.36418,28888,0.931328,1
0.966583,18630,-0.256356,1
0.394344,16840,-0.918963,1
0.954511,18423,0.298176,1
0.875206,1497,0.48375,1
-0.384918,3760,-0.922951,1
0.221738,7746,0.975106,1
0.999403,5752,-0.0345538,1
-0.0790706,12933,0.996869,1
0.940927,669,-0.33861,0.999999
-0.591857,11393,0.806043,1
0.1306,11447,0.991435,1
0.785883,23390,0.618375,1
0.496172,31260,0.868224,1
0.721841,27251,0.692059,1
-0.645324,20356,-0.763909,1
0.379485,28047,-0.925198,1
-0.164175,2480,0.986431,1
0.930933,17939,0.36519,1
